Date,Country,Exchange rate
1984-06-07,Japan,231.35
1984-06-08,Japan,231.72
1984-06-11,Japan,231.93
1984-06-12,Japan,232.65
1984-06-13,Japan,232.40
1984-06-14,Japan,231.65
1984-06-15,Japan,233.00
1984-06-18,Japan,233.45
1984-06-19,Japan,232.95
1984-06-20,Japan,234.55
1984-06-21,Japan,234.85
1984-06-22,Japan,235.95
1984-06-25,Japan,237.95
1984-06-26,Japan,237.08
1984-06-27,Japan,238.00
1984-06-28,Japan,237.30
1984-06-29,Japan,237.30
1984-07-02,Japan,238.50
1984-07-03,Japan,239.63
1984-07-04,Japan,
1984-07-05,Japan,240.35
1984-07-06,Japan,241.25
1984-07-09,Japan,242.63
1984-07-10,Japan,241.45
1984-07-11,Japan,242.10
1984-07-12,Japan,242.68
1984-07-13,Japan,241.45
1984-07-16,Japan,240.70
1984-07-17,Japan,242.35
1984-07-18,Japan,243.85
1984-07-19,Japan,243.15
1984-07-20,Japan,245.20
1984-07-23,Japan,246.95
1984-07-24,Japan,246.18
1984-07-25,Japan,245.60
1984-07-26,Japan,243.65
1984-07-27,Japan,245.40
1984-07-30,Japan,246.05
1984-07-31,Japan,245.30
1984-08-01,Japan,245.75
1984-08-02,Japan,245.42
1984-08-03,Japan,241.80
1984-08-06,Japan,243.15
1984-08-07,Japan,244.50
1984-08-08,Japan,243.10
1984-08-09,Japan,243.35
1984-08-10,Japan,242.50
1984-08-13,Japan,244.08
1984-08-14,Japan,241.70
1984-08-15,Japan,241.90
1984-08-16,Japan,240.80
1984-08-17,Japan,241.10
1984-08-20,Japan,241.05
1984-08-21,Japan,242.15
1984-08-22,Japan,241.30
1984-08-23,Japan,240.60
1984-08-24,Japan,241.20
1984-08-27,Japan,241.60
1984-08-28,Japan,241.20
1984-08-29,Japan,240.60
1984-08-30,Japan,241.25
1984-08-31,Japan,241.90
1984-09-03,Japan,
1984-09-04,Japan,243.75
1984-09-05,Japan,244.70
1984-09-06,Japan,244.10
1984-09-07,Japan,245.80
1984-09-10,Japan,245.60
1984-09-11,Japan,245.55
1984-09-12,Japan,244.95
1984-09-13,Japan,245.80
1984-09-14,Japan,245.65
1984-09-17,Japan,247.20
1984-09-18,Japan,246.18
1984-09-19,Japan,245.75
1984-09-20,Japan,246.90
1984-09-21,Japan,244.40
1984-09-24,Japan,244.20
1984-09-25,Japan,246.00
1984-09-26,Japan,245.15
1984-09-27,Japan,245.10
1984-09-28,Japan,246.90
1984-10-01,Japan,246.40
1984-10-02,Japan,246.00
1984-10-03,Japan,245.75
1984-10-04,Japan,246.20
1984-10-05,Japan,246.95
1984-10-08,Japan,
1984-10-09,Japan,247.60
1984-10-10,Japan,247.05
1984-10-11,Japan,248.00
1984-10-12,Japan,248.10
1984-10-15,Japan,248.80
1984-10-16,Japan,248.98
1984-10-17,Japan,249.10
1984-10-18,Japan,248.90
1984-10-19,Japan,247.25
1984-10-22,Japan,247.30
1984-10-23,Japan,244.60
1984-10-24,Japan,244.12
1984-10-25,Japan,244.05
1984-10-26,Japan,245.50
1984-10-29,Japan,246.65
1984-10-30,Japan,245.60
1984-10-31,Japan,245.70
1984-11-01,Japan,244.30
1984-11-02,Japan,242.00
1984-11-05,Japan,242.05
1984-11-06,Japan,
1984-11-07,Japan,240.80
1984-11-08,Japan,240.95
1984-11-09,Japan,241.00
1984-11-12,Japan,
1984-11-13,Japan,240.45
1984-11-14,Japan,242.45
1984-11-15,Japan,242.50
1984-11-16,Japan,242.80
1984-11-19,Japan,243.65
1984-11-20,Japan,244.80
1984-11-21,Japan,245.53
1984-11-22,Japan,
1984-11-23,Japan,245.40
1984-11-26,Japan,246.15
1984-11-27,Japan,245.40
1984-11-28,Japan,245.45
1984-11-29,Japan,245.80
1984-11-30,Japan,247.50
1984-12-03,Japan,248.20
1984-12-04,Japan,246.45
1984-12-05,Japan,246.80
1984-12-06,Japan,246.55
1984-12-07,Japan,247.40
1984-12-10,Japan,246.82
1984-12-11,Japan,247.00
1984-12-12,Japan,247.25
1984-12-13,Japan,247.55
1984-12-14,Japan,247.75
1984-12-17,Japan,247.55
1984-12-18,Japan,246.75
1984-12-19,Japan,247.76
1984-12-20,Japan,248.10
1984-12-21,Japan,247.95
1984-12-24,Japan,248.10
1984-12-25,Japan,
1984-12-26,Japan,249.05
1984-12-27,Japan,250.20
1984-12-28,Japan,250.45
1984-12-31,Japan,251.60
1985-01-01,Japan,
1985-01-02,Japan,251.80
1985-01-03,Japan,252.45
1985-01-04,Japan,253.20
1985-01-07,Japan,255.95
1985-01-08,Japan,253.75
1985-01-09,Japan,255.10
1985-01-10,Japan,253.70
1985-01-11,Japan,253.83
1985-01-14,Japan,255.40
1985-01-15,Japan,254.70
1985-01-16,Japan,254.95
1985-01-17,Japan,254.55
1985-01-18,Japan,254.58
1985-01-21,Japan,
1985-01-22,Japan,254.00
1985-01-23,Japan,254.40
1985-01-24,Japan,253.70
1985-01-25,Japan,253.95
1985-01-28,Japan,254.18
1985-01-29,Japan,254.35
1985-01-30,Japan,254.50
1985-01-31,Japan,254.80
1985-02-01,Japan,256.75
1985-02-04,Japan,259.42
1985-02-05,Japan,259.70
1985-02-06,Japan,259.53
1985-02-07,Japan,260.65
1985-02-08,Japan,260.70
1985-02-11,Japan,261.65
1985-02-12,Japan,
1985-02-13,Japan,262.80
1985-02-14,Japan,260.50
1985-02-15,Japan,257.85
1985-02-18,Japan,
1985-02-19,Japan,260.70
1985-02-20,Japan,261.30
1985-02-21,Japan,261.80
1985-02-22,Japan,262.80
1985-02-25,Japan,262.65
1985-02-26,Japan,261.05
1985-02-27,Japan,259.30
1985-02-28,Japan,259.45
1985-03-01,Japan,260.35
1985-03-04,Japan,260.10
1985-03-05,Japan,261.00
1985-03-06,Japan,261.20
1985-03-07,Japan,261.00
1985-03-08,Japan,261.63
1985-03-11,Japan,259.25
1985-03-12,Japan,260.10
1985-03-13,Japan,260.25
1985-03-14,Japan,260.55
1985-03-15,Japan,260.55
1985-03-18,Japan,259.90
1985-03-19,Japan,256.30
1985-03-20,Japan,256.40
1985-03-21,Japan,254.10
1985-03-22,Japan,255.65
1985-03-25,Japan,256.65
1985-03-26,Japan,255.40
1985-03-27,Japan,251.95
1985-03-28,Japan,253.00
1985-03-29,Japan,251.00
1985-04-01,Japan,252.45
1985-04-02,Japan,254.30
1985-04-03,Japan,253.15
1985-04-04,Japan,254.50
1985-04-05,Japan,254.85
1985-04-08,Japan,255.50
1985-04-09,Japan,254.90
1985-04-10,Japan,254.25
1985-04-11,Japan,251.70
1985-04-12,Japan,251.35
1985-04-15,Japan,249.95
1985-04-16,Japan,249.55
1985-04-17,Japan,249.55
1985-04-18,Japan,247.60
1985-04-19,Japan,247.40
1985-04-22,Japan,248.80
1985-04-23,Japan,250.00
1985-04-24,Japan,251.30
1985-04-25,Japan,252.35
1985-04-26,Japan,252.95
1985-04-29,Japan,252.70
1985-04-30,Japan,251.50
1985-05-01,Japan,252.75
1985-05-02,Japan,252.95
1985-05-03,Japan,253.85
1985-05-06,Japan,254.55
1985-05-07,Japan,252.90
1985-05-08,Japan,253.75
1985-05-09,Japan,251.55
1985-05-10,Japan,252.40
1985-05-13,Japan,251.35
1985-05-14,Japan,249.60
1985-05-15,Japan,251.00
1985-05-16,Japan,251.50
1985-05-17,Japan,250.70
1985-05-20,Japan,249.65
1985-05-21,Japan,250.25
1985-05-22,Japan,250.75
1985-05-23,Japan,251.30
1985-05-24,Japan,251.10
1985-05-27,Japan,
1985-05-28,Japan,251.60
1985-05-29,Japan,251.75
1985-05-30,Japan,251.60
1985-05-31,Japan,251.20
1985-06-03,Japan,248.60
1985-06-04,Japan,249.10
1985-06-05,Japan,249.45
1985-06-06,Japan,247.70
1985-06-07,Japan,249.55
1985-06-10,Japan,250.00
1985-06-11,Japan,249.90
1985-06-12,Japan,249.85
1985-06-13,Japan,249.80
1985-06-14,Japan,248.75
1985-06-17,Japan,248.70
1985-06-18,Japan,247.55
1985-06-19,Japan,247.70
1985-06-20,Japan,248.35
1985-06-21,Japan,248.15
1985-06-24,Japan,248.80
1985-06-25,Japan,249.00
1985-06-26,Japan,248.45
1985-06-27,Japan,249.00
1985-06-28,Japan,248.40
1985-07-01,Japan,247.95
1985-07-02,Japan,248.35
1985-07-03,Japan,248.05
1985-07-04,Japan,
1985-07-05,Japan,247.00
1985-07-08,Japan,246.05
1985-07-09,Japan,244.25
1985-07-10,Japan,243.45
1985-07-11,Japan,243.00
1985-07-12,Japan,240.95
1985-07-15,Japan,237.65
1985-07-16,Japan,237.90
1985-07-17,Japan,236.50
1985-07-18,Japan,238.20
1985-07-19,Japan,238.75
1985-07-22,Japan,240.05
1985-07-23,Japan,238.00
1985-07-24,Japan,239.75
1985-07-25,Japan,238.90
1985-07-26,Japan,239.25
1985-07-29,Japan,237.15
1985-07-30,Japan,237.40
1985-07-31,Japan,236.45
1985-08-01,Japan,237.65
1985-08-02,Japan,237.45
1985-08-05,Japan,237.50
1985-08-06,Japan,238.45
1985-08-07,Japan,238.40
1985-08-08,Japan,238.50
1985-08-09,Japan,238.55
1985-08-12,Japan,237.30
1985-08-13,Japan,237.35
1985-08-14,Japan,238.00
1985-08-15,Japan,237.15
1985-08-16,Japan,236.85
1985-08-19,Japan,236.85
1985-08-20,Japan,237.40
1985-08-21,Japan,237.00
1985-08-22,Japan,235.85
1985-08-23,Japan,236.50
1985-08-26,Japan,236.89
1985-08-27,Japan,237.38
1985-08-28,Japan,237.00
1985-08-29,Japan,237.12
1985-08-30,Japan,239.00
1985-09-02,Japan,
1985-09-03,Japan,239.50
1985-09-04,Japan,239.60
1985-09-05,Japan,239.95
1985-09-06,Japan,243.60
1985-09-09,Japan,243.45
1985-09-10,Japan,242.75
1985-09-11,Japan,243.55
1985-09-12,Japan,243.20
1985-09-13,Japan,242.00
1985-09-16,Japan,241.35
1985-09-17,Japan,241.70
1985-09-18,Japan,242.25
1985-09-19,Japan,242.05
1985-09-20,Japan,240.10
1985-09-23,Japan,231.90
1985-09-24,Japan,229.80
1985-09-25,Japan,226.90
1985-09-26,Japan,220.30
1985-09-27,Japan,220.10
1985-09-30,Japan,216.50
1985-10-01,Japan,215.00
1985-10-02,Japan,214.10
1985-10-03,Japan,212.79
1985-10-04,Japan,213.45
1985-10-07,Japan,215.45
1985-10-08,Japan,216.00
1985-10-09,Japan,214.80
1985-10-10,Japan,215.40
1985-10-11,Japan,214.65
1985-10-14,Japan,
1985-10-15,Japan,215.45
1985-10-16,Japan,217.30
1985-10-17,Japan,215.15
1985-10-18,Japan,215.15
1985-10-21,Japan,215.70
1985-10-22,Japan,216.10
1985-10-23,Japan,215.90
1985-10-24,Japan,216.70
1985-10-25,Japan,214.90
1985-10-28,Japan,213.50
1985-10-29,Japan,212.43
1985-10-30,Japan,211.50
1985-10-31,Japan,211.55
1985-11-01,Japan,209.00
1985-11-04,Japan,207.90
1985-11-05,Japan,208.00
1985-11-06,Japan,205.25
1985-11-07,Japan,205.60
1985-11-08,Japan,205.85
1985-11-11,Japan,
1985-11-12,Japan,205.85
1985-11-13,Japan,204.00
1985-11-14,Japan,203.35
1985-11-15,Japan,204.30
1985-11-18,Japan,203.45
1985-11-19,Japan,203.00
1985-11-20,Japan,203.45
1985-11-21,Japan,202.10
1985-11-22,Japan,201.35
1985-11-25,Japan,200.80
1985-11-26,Japan,201.00
1985-11-27,Japan,201.05
1985-11-28,Japan,
1985-11-29,Japan,202.10
1985-12-02,Japan,204.03
1985-12-03,Japan,204.75
1985-12-04,Japan,202.65
1985-12-05,Japan,203.00
1985-12-06,Japan,203.40
1985-12-09,Japan,203.50
1985-12-10,Japan,203.60
1985-12-11,Japan,203.90
1985-12-12,Japan,202.05
1985-12-13,Japan,202.80
1985-12-16,Japan,202.60
1985-12-17,Japan,201.95
1985-12-18,Japan,203.15
1985-12-19,Japan,202.97
1985-12-20,Japan,202.70
1985-12-23,Japan,202.45
1985-12-24,Japan,202.75
1985-12-25,Japan,
1985-12-26,Japan,202.80
1985-12-27,Japan,202.20
1985-12-30,Japan,201.05
1985-12-31,Japan,200.25
1986-01-01,Japan,
1986-01-02,Japan,199.15
1986-01-03,Japan,202.53
1986-01-06,Japan,201.90
1986-01-07,Japan,201.70
1986-01-08,Japan,202.10
1986-01-09,Japan,202.10
1986-01-10,Japan,202.35
1986-01-13,Japan,202.70
1986-01-14,Japan,202.60
1986-01-15,Japan,202.50
1986-01-16,Japan,202.55
1986-01-17,Japan,202.52
1986-01-20,Japan,
1986-01-21,Japan,202.35
1986-01-22,Japan,201.70
1986-01-23,Japan,202.05
1986-01-24,Japan,196.05
1986-01-27,Japan,195.75
1986-01-28,Japan,195.65
1986-01-29,Japan,194.10
1986-01-30,Japan,193.05
1986-01-31,Japan,192.30
1986-02-03,Japan,191.55
1986-02-04,Japan,192.05
1986-02-05,Japan,190.65
1986-02-06,Japan,190.48
1986-02-07,Japan,191.35
1986-02-10,Japan,188.15
1986-02-11,Japan,187.45
1986-02-12,Japan,186.72
1986-02-13,Japan,182.30
1986-02-14,Japan,182.00
1986-02-17,Japan,
1986-02-18,Japan,181.05
1986-02-19,Japan,179.40
1986-02-20,Japan,181.10
1986-02-21,Japan,182.98
1986-02-24,Japan,182.15
1986-02-25,Japan,180.95
1986-02-26,Japan,181.15
1986-02-27,Japan,180.15
1986-02-28,Japan,180.55
1986-03-03,Japan,179.65
1986-03-04,Japan,179.00
1986-03-05,Japan,181.45
1986-03-06,Japan,179.30
1986-03-07,Japan,179.45
1986-03-10,Japan,180.70
1986-03-11,Japan,179.90
1986-03-12,Japan,180.20
1986-03-13,Japan,179.90
1986-03-14,Japan,177.15
1986-03-17,Japan,175.73
1986-03-18,Japan,175.00
1986-03-19,Japan,177.10
1986-03-20,Japan,176.37
1986-03-21,Japan,175.80
1986-03-24,Japan,178.90
1986-03-25,Japan,180.20
1986-03-26,Japan,179.80
1986-03-27,Japan,179.52
1986-03-28,Japan,179.85
1986-03-31,Japan,177.60
1986-04-01,Japan,178.15
1986-04-02,Japan,179.50
1986-04-03,Japan,179.90
1986-04-04,Japan,180.35
1986-04-07,Japan,182.85
1986-04-08,Japan,180.05
1986-04-09,Japan,180.05
1986-04-10,Japan,178.80
1986-04-11,Japan,178.35
1986-04-14,Japan,179.12
1986-04-15,Japan,178.25
1986-04-16,Japan,176.50
1986-04-17,Japan,175.15
1986-04-18,Japan,173.80
1986-04-21,Japan,172.00
1986-04-22,Japan,170.15
1986-04-23,Japan,169.35
1986-04-24,Japan,169.00
1986-04-25,Japan,168.10
1986-04-28,Japan,167.15
1986-04-29,Japan,167.85
1986-04-30,Japan,167.60
1986-05-01,Japan,169.65
1986-05-02,Japan,169.90
1986-05-05,Japan,165.62
1986-05-06,Japan,166.25
1986-05-07,Japan,165.10
1986-05-08,Japan,163.62
1986-05-09,Japan,162.35
1986-05-12,Japan,161.15
1986-05-13,Japan,163.00
1986-05-14,Japan,163.30
1986-05-15,Japan,163.60
1986-05-16,Japan,165.40
1986-05-19,Japan,168.15
1986-05-20,Japan,168.60
1986-05-21,Japan,168.77
1986-05-22,Japan,169.30
1986-05-23,Japan,169.60
1986-05-26,Japan,
1986-05-27,Japan,169.20
1986-05-28,Japan,169.00
1986-05-29,Japan,171.60
1986-05-30,Japan,174.50
1986-06-02,Japan,174.90
1986-06-03,Japan,171.60
1986-06-04,Japan,171.53
1986-06-05,Japan,168.90
1986-06-06,Japan,167.70
1986-06-09,Japan,167.87
1986-06-10,Japan,166.90
1986-06-11,Japan,166.35
1986-06-12,Japan,165.85
1986-06-13,Japan,165.25
1986-06-16,Japan,165.50
1986-06-17,Japan,167.80
1986-06-18,Japan,167.65
1986-06-19,Japan,166.88
1986-06-20,Japan,167.70
1986-06-23,Japan,167.90
1986-06-24,Japan,166.65
1986-06-25,Japan,166.10
1986-06-26,Japan,166.10
1986-06-27,Japan,165.45
1986-06-30,Japan,163.80
1986-07-01,Japan,162.70
1986-07-02,Japan,163.35
1986-07-03,Japan,161.40
1986-07-04,Japan,
1986-07-07,Japan,160.70
1986-07-08,Japan,161.00
1986-07-09,Japan,161.08
1986-07-10,Japan,160.50
1986-07-11,Japan,161.35
1986-07-14,Japan,160.25
1986-07-15,Japan,159.50
1986-07-16,Japan,158.40
1986-07-17,Japan,157.35
1986-07-18,Japan,156.45
1986-07-21,Japan,155.05
1986-07-22,Japan,156.80
1986-07-23,Japan,157.45
1986-07-24,Japan,156.70
1986-07-25,Japan,157.70
1986-07-28,Japan,155.95
1986-07-29,Japan,155.70
1986-07-30,Japan,156.10
1986-07-31,Japan,153.85
1986-08-01,Japan,153.85
1986-08-04,Japan,154.00
1986-08-05,Japan,154.95
1986-08-06,Japan,154.40
1986-08-07,Japan,153.80
1986-08-08,Japan,154.15
1986-08-11,Japan,153.77
1986-08-12,Japan,154.70
1986-08-13,Japan,154.30
1986-08-14,Japan,153.73
1986-08-15,Japan,154.20
1986-08-18,Japan,154.20
1986-08-19,Japan,153.50
1986-08-20,Japan,153.40
1986-08-21,Japan,153.25
1986-08-22,Japan,153.45
1986-08-25,Japan,153.84
1986-08-26,Japan,154.95
1986-08-27,Japan,154.68
1986-08-28,Japan,156.05
1986-08-29,Japan,154.55
1986-09-01,Japan,
1986-09-02,Japan,154.25
1986-09-03,Japan,154.70
1986-09-04,Japan,154.90
1986-09-05,Japan,155.40
1986-09-08,Japan,156.15
1986-09-09,Japan,155.70
1986-09-10,Japan,154.80
1986-09-11,Japan,156.40
1986-09-12,Japan,155.35
1986-09-15,Japan,155.18
1986-09-16,Japan,156.35
1986-09-17,Japan,154.80
1986-09-18,Japan,153.65
1986-09-19,Japan,152.00
1986-09-22,Japan,153.60
1986-09-23,Japan,154.66
1986-09-24,Japan,154.57
1986-09-25,Japan,154.55
1986-09-26,Japan,154.35
1986-09-29,Japan,153.65
1986-09-30,Japan,154.35
1986-10-01,Japan,154.15
1986-10-02,Japan,153.92
1986-10-03,Japan,154.17
1986-10-06,Japan,154.06
1986-10-07,Japan,154.07
1986-10-08,Japan,154.35
1986-10-09,Japan,154.95
1986-10-10,Japan,154.45
1986-10-13,Japan,
1986-10-14,Japan,153.97
1986-10-15,Japan,154.20
1986-10-16,Japan,154.20
1986-10-17,Japan,154.23
1986-10-20,Japan,154.75
1986-10-21,Japan,155.16
1986-10-22,Japan,155.80
1986-10-23,Japan,158.13
1986-10-24,Japan,161.35
1986-10-27,Japan,160.70
1986-10-28,Japan,160.10
1986-10-29,Japan,160.50
1986-10-30,Japan,161.78
1986-10-31,Japan,163.40
1986-11-03,Japan,164.00
1986-11-04,Japan,163.92
1986-11-05,Japan,164.50
1986-11-06,Japan,163.30
1986-11-07,Japan,163.20
1986-11-10,Japan,162.85
1986-11-11,Japan,
1986-11-12,Japan,160.62
1986-11-13,Japan,160.90
1986-11-14,Japan,161.45
1986-11-17,Japan,162.82
1986-11-18,Japan,162.80
1986-11-19,Japan,162.40
1986-11-20,Japan,162.75
1986-11-21,Japan,164.05
1986-11-24,Japan,164.18
1986-11-25,Japan,162.55
1986-11-26,Japan,162.95
1986-11-27,Japan,
1986-11-28,Japan,162.05
1986-12-01,Japan,162.25
1986-12-02,Japan,162.00
1986-12-03,Japan,162.26
1986-12-04,Japan,162.77
1986-12-05,Japan,162.42
1986-12-08,Japan,162.40
1986-12-09,Japan,162.60
1986-12-10,Japan,162.75
1986-12-11,Japan,162.70
1986-12-12,Japan,163.05
1986-12-15,Japan,163.25
1986-12-16,Japan,163.95
1986-12-17,Japan,163.65
1986-12-18,Japan,163.00
1986-12-19,Japan,162.20
1986-12-22,Japan,162.75
1986-12-23,Japan,162.70
1986-12-24,Japan,161.45
1986-12-25,Japan,
1986-12-26,Japan,159.75
1986-12-29,Japan,159.05
1986-12-30,Japan,159.90
1986-12-31,Japan,158.30
1987-01-01,Japan,
1987-01-02,Japan,158.25
1987-01-05,Japan,159.40
1987-01-06,Japan,158.78
1987-01-07,Japan,158.05
1987-01-08,Japan,158.23
1987-01-09,Japan,158.20
1987-01-12,Japan,156.77
1987-01-13,Japan,155.75
1987-01-14,Japan,152.80
1987-01-15,Japan,153.55
1987-01-16,Japan,153.40
1987-01-19,Japan,
1987-01-20,Japan,152.68
1987-01-21,Japan,153.95
1987-01-22,Japan,151.90
1987-01-23,Japan,153.08
1987-01-26,Japan,152.65
1987-01-27,Japan,151.65
1987-01-28,Japan,151.75
1987-01-29,Japan,152.10
1987-01-30,Japan,153.65
1987-02-02,Japan,152.57
1987-02-03,Japan,152.50
1987-02-04,Japan,152.80
1987-02-05,Japan,153.63
1987-02-06,Japan,154.45
1987-02-09,Japan,152.55
1987-02-10,Japan,152.40
1987-02-11,Japan,153.70
1987-02-12,Japan,154.10
1987-02-13,Japan,153.70
1987-02-16,Japan,
1987-02-17,Japan,153.22
1987-02-18,Japan,153.85
1987-02-19,Japan,154.13
1987-02-20,Japan,153.65
1987-02-23,Japan,153.68
1987-02-24,Japan,153.78
1987-02-25,Japan,153.60
1987-02-26,Japan,153.15
1987-02-27,Japan,153.27
1987-03-02,Japan,153.50
1987-03-03,Japan,153.65
1987-03-04,Japan,153.71
1987-03-05,Japan,153.20
1987-03-06,Japan,153.47
1987-03-09,Japan,153.80
1987-03-10,Japan,153.65
1987-03-11,Japan,153.82
1987-03-12,Japan,153.63
1987-03-13,Japan,152.65
1987-03-16,Japan,151.65
1987-03-17,Japan,151.95
1987-03-18,Japan,151.95
1987-03-19,Japan,151.48
1987-03-20,Japan,151.70
1987-03-23,Japan,150.25
1987-03-24,Japan,149.32
1987-03-25,Japan,149.15
1987-03-26,Japan,149.20
1987-03-27,Japan,147.72
1987-03-30,Japan,146.40
1987-03-31,Japan,145.68
1987-04-01,Japan,146.82
1987-04-02,Japan,146.50
1987-04-03,Japan,146.20
1987-04-06,Japan,146.10
1987-04-07,Japan,145.35
1987-04-08,Japan,146.60
1987-04-09,Japan,144.70
1987-04-10,Japan,142.55
1987-04-13,Japan,142.65
1987-04-14,Japan,141.13
1987-04-15,Japan,141.75
1987-04-16,Japan,143.00
1987-04-17,Japan,143.20
1987-04-20,Japan,142.40
1987-04-21,Japan,142.35
1987-04-22,Japan,142.35
1987-04-23,Japan,141.20
1987-04-24,Japan,139.75
1987-04-27,Japan,138.40
1987-04-28,Japan,139.90
1987-04-29,Japan,140.20
1987-04-30,Japan,140.67
1987-05-01,Japan,140.35
1987-05-04,Japan,139.10
1987-05-05,Japan,138.67
1987-05-06,Japan,139.20
1987-05-07,Japan,139.40
1987-05-08,Japan,139.60
1987-05-11,Japan,139.50
1987-05-12,Japan,139.60
1987-05-13,Japan,139.76
1987-05-14,Japan,139.50
1987-05-15,Japan,139.80
1987-05-18,Japan,139.95
1987-05-19,Japan,140.00
1987-05-20,Japan,139.78
1987-05-21,Japan,140.45
1987-05-22,Japan,140.60
1987-05-25,Japan,
1987-05-26,Japan,143.30
1987-05-27,Japan,143.52
1987-05-28,Japan,143.40
1987-05-29,Japan,144.10
1987-06-01,Japan,145.45
1987-06-02,Japan,142.25
1987-06-03,Japan,142.80
1987-06-04,Japan,144.30
1987-06-05,Japan,143.80
1987-06-08,Japan,143.45
1987-06-09,Japan,142.50
1987-06-10,Japan,142.45
1987-06-11,Japan,142.55
1987-06-12,Japan,143.85
1987-06-15,Japan,144.80
1987-06-16,Japan,144.45
1987-06-17,Japan,144.65
1987-06-18,Japan,144.60
1987-06-19,Japan,145.05
1987-06-22,Japan,145.90
1987-06-23,Japan,146.03
1987-06-24,Japan,145.08
1987-06-25,Japan,146.33
1987-06-26,Japan,146.30
1987-06-29,Japan,146.70
1987-06-30,Japan,146.80
1987-07-01,Japan,146.85
1987-07-02,Japan,147.30
1987-07-03,Japan,148.82
1987-07-06,Japan,149.13
1987-07-07,Japan,149.70
1987-07-08,Japan,150.57
1987-07-09,Japan,149.98
1987-07-10,Japan,150.65
1987-07-13,Japan,150.98
1987-07-14,Japan,151.08
1987-07-15,Japan,148.65
1987-07-16,Japan,150.55
1987-07-17,Japan,152.76
1987-07-20,Japan,152.85
1987-07-21,Japan,152.66
1987-07-22,Japan,152.34
1987-07-23,Japan,150.78
1987-07-24,Japan,149.95
1987-07-27,Japan,150.45
1987-07-28,Japan,150.38
1987-07-29,Japan,150.78
1987-07-30,Japan,149.65
1987-07-31,Japan,149.90
1987-08-03,Japan,150.50
1987-08-04,Japan,152.10
1987-08-05,Japan,150.75
1987-08-06,Japan,151.45
1987-08-07,Japan,151.57
1987-08-10,Japan,151.12
1987-08-11,Japan,151.77
1987-08-12,Japan,151.25
1987-08-13,Japan,151.45
1987-08-14,Japan,150.00
1987-08-17,Japan,149.92
1987-08-18,Japan,146.07
1987-08-19,Japan,145.10
1987-08-20,Japan,144.15
1987-08-21,Japan,142.75
1987-08-24,Japan,142.00
1987-08-25,Japan,143.22
1987-08-26,Japan,143.05
1987-08-27,Japan,142.05
1987-08-28,Japan,142.00
1987-08-31,Japan,141.75
1987-09-01,Japan,141.83
1987-09-02,Japan,141.03
1987-09-03,Japan,141.03
1987-09-04,Japan,141.75
1987-09-07,Japan,
1987-09-08,Japan,141.75
1987-09-09,Japan,141.60
1987-09-10,Japan,142.57
1987-09-11,Japan,142.80
1987-09-14,Japan,144.50
1987-09-15,Japan,144.05
1987-09-16,Japan,144.36
1987-09-17,Japan,143.40
1987-09-18,Japan,142.67
1987-09-21,Japan,143.55
1987-09-22,Japan,144.15
1987-09-23,Japan,143.90
1987-09-24,Japan,143.73
1987-09-25,Japan,143.67
1987-09-28,Japan,144.07
1987-09-29,Japan,146.20
1987-09-30,Japan,146.50
1987-10-01,Japan,146.90
1987-10-02,Japan,146.40
1987-10-05,Japan,146.85
1987-10-06,Japan,146.71
1987-10-07,Japan,145.65
1987-10-08,Japan,144.89
1987-10-09,Japan,143.85
1987-10-12,Japan,
1987-10-13,Japan,143.75
1987-10-14,Japan,142.75
1987-10-15,Japan,142.15
1987-10-16,Japan,142.75
1987-10-19,Japan,141.83
1987-10-20,Japan,143.90
1987-10-21,Japan,144.20
1987-10-22,Japan,144.68
1987-10-23,Japan,142.85
1987-10-26,Japan,142.20
1987-10-27,Japan,141.58
1987-10-28,Japan,139.18
1987-10-29,Japan,138.25
1987-10-30,Japan,138.40
1987-11-02,Japan,137.00
1987-11-03,Japan,137.38
1987-11-04,Japan,137.28
1987-11-05,Japan,134.70
1987-11-06,Japan,135.40
1987-11-09,Japan,134.30
1987-11-10,Japan,134.55
1987-11-11,Japan,
1987-11-12,Japan,136.45
1987-11-13,Japan,135.85
1987-11-16,Japan,136.60
1987-11-17,Japan,135.72
1987-11-18,Japan,135.55
1987-11-19,Japan,135.15
1987-11-20,Japan,135.45
1987-11-23,Japan,134.73
1987-11-24,Japan,135.52
1987-11-25,Japan,134.80
1987-11-26,Japan,
1987-11-27,Japan,133.70
1987-11-30,Japan,132.42
1987-12-01,Japan,133.00
1987-12-02,Japan,132.70
1987-12-03,Japan,132.90
1987-12-04,Japan,132.85
1987-12-07,Japan,132.80
1987-12-08,Japan,132.72
1987-12-09,Japan,132.40
1987-12-10,Japan,129.40
1987-12-11,Japan,128.50
1987-12-14,Japan,128.02
1987-12-15,Japan,127.60
1987-12-16,Japan,127.28
1987-12-17,Japan,126.25
1987-12-18,Japan,127.10
1987-12-21,Japan,127.08
1987-12-22,Japan,126.55
1987-12-23,Japan,126.75
1987-12-24,Japan,126.12
1987-12-25,Japan,
1987-12-28,Japan,123.15
1987-12-29,Japan,123.50
1987-12-30,Japan,123.40
1987-12-31,Japan,121.25
1988-01-01,Japan,
1988-01-04,Japan,122.70
1988-01-05,Japan,126.90
1988-01-06,Japan,129.65
1988-01-07,Japan,128.58
1988-01-08,Japan,129.15
1988-01-11,Japan,128.20
1988-01-12,Japan,127.38
1988-01-13,Japan,126.65
